2000 Census Block,2000 Census Tract,Civil Court District,Congressional District,Fire Battalion,Fire Company Number,Fire Division,Health Area,Health Center District,Instructional Region,Sanitation Collection Scheduling Section and Subsection,State Senatorial District,Vacant Lot Flag,Assembly District,Election District,X Coordinate,Y Coordinate,Pseudo Address Flag,BBL,City Council District,School District (Confirmed),Building Classification Code,Complaint Type,Descriptor 1,Incident Address,Incident City,Borough,Incident Zip Code,Created Date,Police Precinct,Borough Command
4000,232,10,15,16,69,6,800,11,,4A,30,N,71,2,1000835,239098,N,1020310054,7,MANHATTAN District 5,D4,Noise - Residential,Banging/Pounding,250 WEST 146 STREET,NEW YORK,MANHATTAN,10039,10/27/10 0:00,Precinct 32,Manhattan North
4000,285,2,7,49,154,14,1011,42,,2D,13,N,39,37,1015699,211585,N,4012900041,21,QUEENS District 30,S2,Noise - Commercial,Loud Music/Party,79-13 ROOSEVELT AVENUE,JACKSON HEIGHTS,QUEENS,11372,10/27/10 0:00,Precinct 115,Queens North
4000,293,7,15,13,95,7,110,17,,4A,31,N,71,90,1006105,255288,N,1022360001,10,MANHATTAN District 6,K1,Noise - Commercial,Loud Music/Party,601 WEST 207 STREET,NEW YORK,MANHATTAN,10034,10/27/10 0:00,Precinct 34,Manhattan North
4001,1010.01,5,6,47,328,13,3800,45,,3C,14,N,23,76,1053984,158715,N,4155620001,31,QUEENS District 27,D1,Noise - Residential,Loud Music/Party,15-02 MOTT AVENUE,FAR ROCKAWAY,QUEENS,11691,10/27/10 0:00,Precinct 101,Queens South
4001,127,3,8,9,54,3,4700,15,,3B,29,N,75,95,986941,217048,N,1010580029,3,MANHATTAN District 2,C7,Noise - Commercial,Loud Music/Party,401 WEST 48 STREET,NEW YORK,MANHATTAN,10036,10/27/10 0:00,Precinct 18,Manhattan South
4001,245,2,10,57,235,11,2800,32,,2B,18,N,57,75,998102,187395,N,3018480017,36,BROOKLYN District 13,K2,Noise - Commercial,Banging/Pounding,30 MACON STREET,BROOKLYN,BROOKLYN,11216,10/27/10 0:00,Precinct 79,Brooklyn North
4001,245,2,16,19,43,7,1510,25,,1A,28,N,86,3,1007325,250083,N,2028790080,14,BRONX District 10,C1,Noise - Residential,Banging/Pounding,1834 PHELAN PLACE,BRONX,BRONX,10453,10/27/10 0:00,Precinct 46,Bronx
4001,890,4,11,58,283,15,5810,33,,1B,19,N,58,62,1007022,178612,N,3046920003,42,BROOKLYN District 18,C1,Noise - Residential,Banging/Pounding,1092 WILLMOHR STREET,BROOKLYN,BROOKLYN,11212,10/27/10 0:00,Precinct 67,Brooklyn South
4001,918,4,11,44,231,15,6000,33,,1A,19,N,55,107,1010366,180431,N,3035900050,42,BROOKLYN District 23,D3,Noise - Street/Sidewalk,Loud Talking,440 WATKINS STREET,BROOKLYN,BROOKLYN,11212,10/27/10 0:00,Precinct 73,Brooklyn North
4002,118,6,14,10,16,3,4400,13,,1B,26,,73,44,994829,218384,,,4,MANHATTAN District 2,Un,Noise - Commercial,Loud Talking, EAST 67 STREET,NEW YORK,MANHATTAN,10065,10/27/10 0:00,Precinct 19,Manhattan North
4002,160,5,13,42,242,8,7820,31,,3E,22,N,46,23,976941,165660,N,3060450039,43,BROOKLYN District 20,,Noise - Residential,Banging/Pounding,8606 5 AVENUE,BROOKLYN,BROOKLYN,11209,10/27/10 0:00,Precinct 68,Brooklyn South
4002,263,7,15,13,67,7,300,17,,2B,31,N,71,57,1001068,247379,N,1021420247,10,MANHATTAN District 6,C1,Noise - Residential,Loud Music/Party,647 WEST 174 STREET,NEW YORK,MANHATTAN,10033,10/27/10 0:00,Precinct 33,Manhattan North
4002,38,2,8,4,28,1,6500,14,,4B,29,N,66,55,987631,204665,N,1004630030,2,MANHATTAN District 1,C7,Noise - Vehicle,Engine Idling,129 2 AVENUE,NEW YORK,MANHATTAN,10003,10/27/10 0:00,Precinct 9,Manhattan South
4003,118,1,7,20,72,7,3220,26,,2C,34,N,82,2,1035980,236496,N,2054520047,13,BRONX District 8,Un,Noise - Street/Sidewalk,Loud Talking,2965 MONSIGNOR HALPIN PLACE,BRONX,BRONX,10465,10/27/10 0:00,Precinct 45,Bronx
4003,72,9,14,8,7,3,5300,14,,1A,26,,75,53,989384,210867,,,2,MANHATTAN District 2,Un,Noise - Residential,Loud Talking, EAST 32 STREET,NEW YORK,MANHATTAN,10016,10/27/10 0:00,Unspecified,Unspecified
4003,86,4,14,8,2,3,5000,13,,,26,,74,110,992751,212347,,,4,MANHATTAN District 2,Un,Noise - Street/Sidewalk,Loud Talking,,NEW YORK,MANHATTAN,10017,10/27/10 0:00,Precinct 17,Manhattan South
5000,181,1,10,31,210,11,1200,36,,4C,18,N,57,93,991414,189661,N,3021000076,35,BROOKLYN District 13,D1,Noise - Residential,Banging/Pounding,99 LAFAYETTE AVENUE,BROOKLYN,BROOKLYN,11217,10/27/10 0:00,Precinct 88,Brooklyn North
5000,193,5,15,11,76,3,2320,16,,5A,30,N,69,70,994854,231489,N,1018640036,8,MANHATTAN District 3,D7,Noise - Residential,Loud Music/Party,410 WEST 110 STREET,NEW YORK,MANHATTAN,10025,10/27/10 0:00,Precinct 24,Manhattan North
5000,205,2,16,19,59,7,2210,25,,1B,28,N,77,20,1005696,248412,N,2028770166,16,BRONX District 9,D3,Noise - Residential,Banging/Pounding,1590 UNDERCLIFF AVENUE,BRONX,BRONX,10453,10/27/10 0:00,Precinct 46,Bronx
5000,271,7,15,13,93,7,210,17,,3B,31,N,71,73,1002227,250324,N,1021800199,7,MANHATTAN District 6,D1,Noise - Residential,Loud Television,110 BENNETT AVENUE,NEW YORK,MANHATTAN,10033,10/27/10 0:00,Precinct 34,Manhattan North
5000,427,3,12,28,124,11,2200,34,,1A,17,N,53,68,1004585,196166,N,3031660022,34,BROOKLYN District 32,C1,Noise - Vehicle,Engine Idling,420 MELROSE STREET,BROOKLYN,BROOKLYN,11237,10/27/10 0:00,Precinct 83,Brooklyn North
5000,508,6,11,41,147,15,5320,35,,1B,20,N,42,81,994588,177088,N,3050590056,40,BROOKLYN District 17,C1,Noise - Residential,Banging/Pounding,85 CROOKE AVENUE,BROOKLYN,BROOKLYN,11226,10/27/10 0:00,Precinct 70,Brooklyn South
5000,64,4,14,6,5,1,5900,14,,1A,26,N,74,68,988510,207706,N,1009000057,2,MANHATTAN District 2,S9,Noise - Commercial,Car/Truck Music,239 3 AVENUE,NEW YORK,MANHATTAN,10003,10/27/10 0:00,Precinct 13,Manhattan South
5001,189,5,15,11,76,3,3210,16,,5A,30,N,69,54,994100,230076,N,1018590027,8,MANHATTAN District 3,C1,Noise - Residential,Loud Music/Party,109 WEST 104 STREET,NEW YORK,MANHATTAN,10025,10/27/10 0:00,Precinct 24,Manhattan North
5001,251,2,16,19,75,7,1520,25,,1A,28,N,86,17,1009288,251288,N,2032100080,14,BRONX District 10,C1,Noise - Residential,Loud Music/Party,2114 AQUEDUCT AVENUE EAST,BRONX,BRONX,10453,10/27/10 0:00,Precinct 46,Bronx
5001,253,7,15,13,67,7,400,17,,2B,31,,71,53,1000806,246642,,,10,MANHATTAN District 6,Un,Noise - Vehicle,Car/Truck Horn, WEST 171 STREET,NEW YORK,MANHATTAN,10032,10/27/10 0:00,Precinct 33,Manhattan North
5001,427,3,12,28,124,11,2200,34,,1A,17,,53,65,1004527,196093,,,34,BROOKLYN District 32,Un,Noise - Vehicle,Engine Idling, MELROSE STREET,BROOKLYN,BROOKLYN,11237,10/27/10 0:00,Precinct 83,Brooklyn North
6000,181,2,16,17,44,6,3320,22,,2B,28,N,77,61,1007388,242760,N,2024560244,16,BRONX District 9,C1,Noise - Residential,Loud Music/Party,1171 SHERMAN AVENUE,BRONX,BRONX,10456,10/27/10 0:00,Precinct 44,Bronx
6000,900,4,11,58,283,15,5600,33,,2A,19,N,55,78,1005742,182016,N,3035090014,41,BROOKLYN District 17,C3,Noise - Vehicle,Car/Truck Music,677 RALPH AVENUE,BROOKLYN,BROOKLYN,11212,10/27/10 0:00,Precinct 73,Brooklyn North
6001,253,7,15,13,67,7,400,17,,1B,31,N,71,51,1000864,246310,N,1021380155,10,MANHATTAN District 6,D1,Noise - Residential,Loud Music/Party,620 WEST 170 STREET,NEW YORK,MANHATTAN,10032,10/27/10 0:00,Precinct 33,Manhattan North
6001,269,7,15,13,45,7,210,17,,,31,,72,25,1003202,249830,,,10,MANHATTAN District 6,Un,Noise - Street/Sidewalk,Loud Music/Party,,NEW YORK,MANHATTAN,10033,10/27/10 0:00,Precinct 34,Manhattan North
6001,713.01,2,9,50,151,13,1940,46,,1E,10,N,28,76,1026435,203606,N,4021380029,29,QUEENS District 28,D7,Noise - Residential,Banging/Pounding,68-38 YELLOWSTONE BOULEVARD,FOREST HILLS,QUEENS,11375,10/27/10 0:00,Precinct 112,Queens North
6002,241,7,15,13,84,7,610,17,,,31,,71,34,999629,243379,,,7,MANHATTAN District 6,Un,Noise - Residential,Loud Music/Party,,NEW YORK,MANHATTAN,10032,10/27/10 0:00,Precinct 33,Manhattan North
6004,177,2,16,17,92,6,2500,22,,2B,36,N,77,67,1008913,242387,N,2024300030,16,BRONX District 9,C7,Noise - Residential,Banging/Pounding,1195 CLAY AVENUE,BRONX,BRONX,10456,10/27/10 0:00,Precinct 44,Bronx
6005,177,2,16,17,92,6,2500,22,,2B,36,N,77,53,1008957,242477,N,2024260060,16,BRONX District 9,C1,Noise - Residential,Loud Music/Party,1208 CLAY AVENUE,BRONX,BRONX,10456,10/27/10 0:00,Precinct 44,Bronx
6012,1008,5,6,47,264,13,3800,45,,2D,14,N,31,24,1052611,158788,N,4157500029,31,QUEENS District 27,C7,Noise - Residential,Loud Music/Party,20-11 CORNAGA AVENUE,FAR ROCKAWAY,QUEENS,11691,10/27/10 0:00,Precinct 101,Queens South
7001,153,1,16,26,82,6,2700,22,,1A,36,N,79,36,1012868,242576,N,2029630005,16,BRONX District 12,C1,Noise - Street/Sidewalk,Loud Talking,1410 PROSPECT AVENUE,BRONX,BRONX,10459,10/27/10 0:00,Precinct 42,Bronx
8000,151,1,16,26,19,6,2700,22,,,36,,79,36,1012946,242977,,,16,BRONX District 12,Un,Noise - Street/Sidewalk,Loud Talking,,BRONX,BRONX,10456,10/27/10 0:00,Precinct 42,Bronx
1000,104,3,6,51,308,13,3100,45,,2D,10,N,25,75,1032332,189199,N,4095700006,32,QUEENS District 27,S2,Noise - Residential,Loud Music/Party,116-12 LIBERTY AVENUE,SOUTH RICHMOND HILL,QUEENS,11419,10/28/10 0:00,Precinct 106,Queens South
1000,1210,7,10,39,107,15,6410,33,,3D,19,N,40,34,1019647,182488,N,3042920061,42,BROOKLYN District 19,D3,Noise - Residential,Banging/Pounding,515 FOUNTAIN AVENUE,BROOKLYN,BROOKLYN,11208,10/28/10 0:00,Precinct 75,Brooklyn North
1000,15.01,1,8,1,6,1,7700,15,,,25,,64,97,982791,197555,,,1,MANHATTAN District 2,Un,Noise - Vehicle,Car/Truck Music,,NEW YORK,MANHATTAN,10038,10/28/10 0:00,Precinct 1,Manhattan South
1000,151,1,16,26,19,6,2700,22,,,36,,79,74,1012821,242896,,,16,BRONX District 9,Un,Noise - Street/Sidewalk,Loud Talking,,BRONX,BRONX,10456,10/28/10 0:00,Precinct 42,Bronx
1000,170.1,2,13,23,84,8,800,51,,5C,24,N,63,87,929169,141898,N,5060210049,51,STATEN ISLAND District 31,A5,Noise - Residential,Loud Music/Party,57 CARLYLE GREEN,STATEN ISLAND,STATEN ISLAND,10312,10/28/10 0:00,Precinct 123,Staten Island
1000,181,2,7,49,325,14,800,41,,2E,12,N,30,51,1005928,211344,N,4001597502,26,QUEENS District 30,R0,Noise - Residential,Banging/Pounding,41-07 42 STREET,SUNNYSIDE,QUEENS,11104,10/28/10 0:00,Precinct 108,Queens North
1000,185,2,12,45,259,14,800,41,,3C,12,N,37,36,1006646,209181,N,4001700021,26,QUEENS District 24,D1,Noise - Residential,Banging/Pounding,47-06 46 STREET,WOODSIDE,QUEENS,11377,10/28/10 0:00,Precinct 108,Queens North
1000,189,5,15,11,76,3,3210,16,,5A,30,N,69,109,995038,230179,N,1018410041,8,MANHATTAN District 3,H9,Noise - Commercial,Loud Talking,36 WEST 106 STREET,NEW YORK,MANHATTAN,10025,10/28/10 0:00,Precinct 24,Manhattan North
1000,196,5,8,42,284,8,8010,31,,4C,22,,49,17,983456,166865,,,43,BROOKLYN District 20,Un,Noise - Commercial,Banging/Pounding,6707 13 AVENUE,BROOKLYN,BROOKLYN,11219,10/28/10 0:00,Precinct 68,Brooklyn South
1000,219,7,15,16,80,6,1100,16,,2B,30,N,70,83,996807,237377,N,1019870013,7,MANHATTAN District 5,C6,Noise - Residential,Loud Music/Party,541 WEST 133 STREET,NEW YORK,MANHATTAN,10027,10/28/10 0:00,Precinct 30,Manhattan North
1000,230,10,15,16,59,6,1000,11,,4B,30,N,70,45,1001422,237336,N,1020100030,9,MANHATTAN District 5,C7,Noise - Residential,Loud Music/Party,625 LENOX AVENUE,NEW YORK,MANHATTAN,10037,10/28/10 0:00,Precinct 32,Manhattan North
1000,253,2,16,19,33,7,1520,25,,1B,33,N,86,43,1011021,253125,N,2031990053,14,BRONX District 10,D1,Noise - Residential,Loud Music/Party,2386 DAVIDSON AVENUE,BRONX,BRONX,10468,10/28/10 0:00,Precinct 52,Bronx
1000,277,2,10,37,214,15,2000,32,,,18,,56,73,1001951,190168,,,36,BROOKLYN District 16,Un,Noise - Vehicle,Car/Truck Horn,,BROOKLYN,BROOKLYN,11221,10/28/10 0:00,Precinct 81,Brooklyn North
1000,29,1,12,4,9,1,7700,15,,1A,25,N,64,20,985013,200171,N,1002020023,1,MANHATTAN District 2,K9,Noise - Street/Sidewalk,Loud Music/Party,24 ELIZABETH STREET,NEW YORK,MANHATTAN,10013,10/28/10 0:00,Precinct 5,Manhattan South
1000,293,2,10,37,214,15,2100,32,,4B,18,N,56,92,1002771,190252,N,3016310001,36,BROOKLYN District 16,D9,Noise - Vehicle,Car/Truck Horn,175 STUYVESANT AVENUE,BROOKLYN,BROOKLYN,11221,10/28/10 0:00,Precinct 81,Brooklyn North
1000,303,4,10,44,176,15,5200,32,,1B,18,N,55,31,1008052,185470,N,3014330043,41,BROOKLYN District 23,C7,Noise - Street/Sidewalk,Loud Talking,2185 PACIFIC STREET,BROOKLYN,BROOKLYN,11233,10/28/10 0:00,Precinct 73,Brooklyn North
1000,329,4,11,38,249,15,4800,32,,,20,,43,44,1000111,180775,,,40,BROOKLYN District 17,Un,Noise - Commercial,Banging/Pounding,,BROOKLYN,BROOKLYN,11225,10/28/10 0:00,Precinct 71,Brooklyn South
1000,343,2,11,38,234,15,4900,32,,2B,20,N,56,13,1001333,185368,N,3013520001,36,BROOKLYN District 16,D3,Noise - Residential,Loud Music/Party,1400 BERGEN STREET,BROOKLYN,BROOKLYN,11213,10/28/10 0:00,Precinct 77,Brooklyn North
1000,343,2,11,38,234,15,4900,32,,2B,20,N,56,14,1001460,184396,N,3013520080,36,BROOKLYN District 17,D3,Noise - Residential,Loud Music/Party,1191 PARK PLACE,BROOKLYN,BROOKLYN,11213,10/28/10 0:00,Precinct 77,Brooklyn North
1000,37,1,10,31,207,11,2400,38,,,18,,52,67,988691,189997,,,33,BROOKLYN District 15,Un,Noise - Street/Sidewalk,Loud Music/Party,,BROOKLYN,BROOKLYN,11201,10/28/10 0:00,Precinct 84,Brooklyn North
1000,481,3,12,28,206,11,900,30,,5A,17,N,53,6,1001548,199615,N,3029130060,34,BROOKLYN District 14,C1,Noise - Residential,Loud Music/Party,953 METROPOLITAN AVENUE,BROOKLYN,BROOKLYN,11211,10/28/10 0:00,Precinct 90,Brooklyn North
1000,50,4,14,6,5,1,5300,14,,1B,26,N,74,64,988593,207869,N,1008760033,2,MANHATTAN District 2,L8,Noise - Residential,Loud Talking,250 3 AVENUE,NEW YORK,MANHATTAN,10010,10/28/10 0:00,Precinct 13,Manhattan South
1000,514,6,11,41,147,15,7210,35,,1B,21,N,42,43,995689,174263,N,3051520001,40,BROOKLYN District 22,D1,Noise - Residential,Banging/Pounding,2102 BEVERLY ROAD,BROOKLYN,BROOKLYN,11226,10/28/10 0:00,Precinct 70,Brooklyn South
1000,549,3,12,45,140,14,2200,46,,3C,12,N,37,57,1010689,195587,N,4034700033,34,QUEENS District 24,C0,Noise - Residential,Loud Music/Party,1879 MADISON STREET,RIDGEWOOD,QUEENS,11385,10/28/10 0:00,Precinct 104,Queens North
1000,551,3,12,35,221,11,400,30,,2B,17,N,53,18,995156,199493,N,3023930017,34,BROOKLYN District 14,P5,Noise - Commercial,Loud Music/Party,190 GRAND STREET,BROOKLYN,BROOKLYN,11211,10/28/10 0:00,Precinct 90,Brooklyn North
1000,554,8,9,33,276,15,7320,35,,1E,27,,45,62,995719,161003,,,48,BROOKLYN District 21,Un,Noise - Residential,Banging/Pounding,1455 KINGS HIGHWAY,BROOKLYN,BROOKLYN,11229,10/28/10 0:00,Precinct 61,Brooklyn South
1000,65,1,13,22,156,8,400,51,,2D,24,N,61,25,957263,169989,N,5001300021,49,STATEN ISLAND District 31,A1,Noise - Residential,Loud Music/Party,772 BRIGHTON AVENUE,STATEN ISLAND,STATEN ISLAND,10301,10/28/10 0:00,Precinct 120,Staten Island
1000,68,1,7,3,96,6,3010,26,,4E,32,N,76,58,1020820,241708,N,2037610001,18,BRONX District 12,C1,Noise - Residential,Banging/Pounding,1205 COMMONWEALTH AVENUE,BRONX,BRONX,10472,10/28/10 0:00,Precinct 43,Bronx
1000,74,5,12,40,114,8,7700,31,,4D,23,N,51,65,980052,173043,N,3008390046,38,BROOKLYN District 20,B9,Noise - Residential,Loud Music/Party,473 57 STREET,BROOKLYN,BROOKLYN,11220,10/28/10 0:00,Precinct 72,Brooklyn South
1000,794,6,11,41,248,15,5400,35,,,21,,42,67,997439,176336,,,40,BROOKLYN District 17,Un,Noise - Street/Sidewalk,Loud Music/Party,,BROOKLYN,BROOKLYN,11226,10/28/10 0:00,Precinct 67,Brooklyn South
1000,83,3,8,7,12,1,5600,15,,1B,29,N,75,3,983666,209912,N,1007410010,3,MANHATTAN District 2,W1,Noise - Residential,Loud Music/Party,348 WEST 18 STREET,NEW YORK,MANHATTAN,10011,10/28/10 0:00,Precinct 10,Manhattan South
1000,91,9,8,7,1,1,5200,15,,2A,26,N,75,36,986385,210760,N,1008010055,3,MANHATTAN District 2,L1,Noise - Commercial,Loud Talking,122 WEST 26 STREET,NEW YORK,MANHATTAN,10001,10/28/10 0:00,Precinct 13,Manhattan South
1000,97,3,8,7,24,1,5500,15,,2A,29,N,75,47,985267,212563,N,1007530056,3,MANHATTAN District 2,D5,Noise - Residential,Banging/Pounding,330 WEST 30 STREET,NEW YORK,MANHATTAN,10001,10/28/10 0:00,Precinct 14,Manhattan South
1000,990,4,10,58,170,15,7520,33,,3E,19,N,59,17,1013017,171939,N,3082420015,46,BROOKLYN District 18,M1,Noise - House of Worship,Loud Talking,1387 EAST 96 STREET,BROOKLYN,BROOKLYN,11236,10/28/10 0:00,Precinct 69,Brooklyn South
1001,100,4,14,8,8,3,4800,13,,,26,,73,16,992982,215784,,,4,MANHATTAN District 2,Un,Noise - Vehicle,Engine Idling,,NEW YORK,MANHATTAN,10022,10/28/10 0:00,Precinct 17,Manhattan South
1001,110,6,14,10,16,3,4900,13,,1B,26,N,65,3,994985,217103,N,1014370041,5,MANHATTAN District 2,D1,Noise - Vehicle,Car/Truck Horn,330 EAST 63 STREET,NEW YORK,MANHATTAN,10065,10/28/10 0:00,Precinct 19,Manhattan North
1001,112.02,9,14,8,8,3,4800,13,,2B,26,,73,38,992252,217131,,,4,MANHATTAN District 2,Un,Noise - Commercial,Car/Truck Horn, EAST 58 STREET,NEW YORK,MANHATTAN,10022,10/28/10 0:00,Precinct 18,Manhattan South
1001,121,1,13,22,156,8,300,51,,2E,24,N,61,39,954304,168925,N,5002760050,49,STATEN ISLAND District 31,K5,Noise - Commercial,Loud Music/Party,530 FOREST AVENUE,STATEN ISLAND,STATEN ISLAND,10310,10/28/10 0:00,Precinct 120,Staten Island
1001,121,3,8,9,54,3,4500,15,,3A,29,N,75,88,986619,216179,N,1010350001,3,MANHATTAN District 2,L8,Noise - Commercial,Loud Music/Party,630 9 AVENUE,NEW YORK,MANHATTAN,10036,10/28/10 0:00,Precinct 14,Manhattan South
1001,168,6,15,10,53,3,2810,12,,1A,28,N,68,26,998086,227869,N,1016080023,8,MANHATTAN District 4,D9,Noise - Residential,Loud Music/Party,50 EAST 104 STREET,NEW YORK,MANHATTAN,10029,10/28/10 0:00,Precinct 23,Manhattan North
1001,182,8,15,12,26,3,2000,12,,2A,28,N,68,82,1000807,230351,N,1016450129,8,MANHATTAN District 4,C4,Noise - Residential,Banging/Pounding,177 EAST 117 STREET,NEW YORK,MANHATTAN,10035,10/28/10 0:00,Precinct 25,Manhattan North
1001,183,5,15,11,22,3,3110,16,,,30,,69,24,992063,228791,,,8,MANHATTAN District 3,Un,Noise - Street/Sidewalk,Loud Talking,,NEW YORK,MANHATTAN,10025,10/28/10 0:00,Precinct 24,Manhattan North
1001,189,5,15,11,76,3,3210,16,,5A,30,N,69,52,995106,229820,N,1018400037,8,MANHATTAN District 3,D4,Noise - Residential,Banging/Pounding,4 WEST 105 STREET,NEW YORK,MANHATTAN,10025,10/28/10 0:00,Precinct 24,Manhattan North
1001,197,2,16,17,44,6,3320,22,,2A,28,N,84,6,1006709,243821,N,2024650025,16,BRONX District 9,D7,Noise - Residential,Banging/Pounding,1240 WALTON AVENUE,BRONX,BRONX,10452,10/28/10 0:00,Precinct 44,Bronx
1001,21,1,8,1,7,1,7700,15,,3A,25,N,66,5,981965,200041,N,1001450018,1,MANHATTAN District 2,L8,Noise - Commercial,Loud Music/Party,105 READE STREET,NEW YORK,MANHATTAN,10013,10/28/10 0:00,Precinct 1,Manhattan South
1001,225,2,16,17,44,6,2320,25,,3B,28,N,77,44,1008776,245639,N,2028190001,14,BRONX District 9,D7,Noise - Residential,Loud Music/Party,1504 SHERIDAN AVENUE,BRONX,BRONX,10457,10/28/10 0:00,Precinct 44,Bronx
1001,227.02,2,16,19,42,7,2310,25,,3A,28,N,77,33,1008354,246734,N,2028470069,14,BRONX District 9,C7,Noise - Residential,Loud Music/Party,1605 WALTON AVENUE,BRONX,BRONX,10452,10/28/10 0:00,Precinct 44,Bronx
1001,233,7,15,13,34,7,620,17,,3A,30,N,70,62,998780,241128,N,1020800059,7,MANHATTAN District 6,D7,Noise - Street/Sidewalk,Loud Talking,568 WEST 149 STREET,NEW YORK,MANHATTAN,10031,10/28/10 0:00,Precinct 30,Manhattan North
1001,237.02,2,16,18,48,7,1600,25,,3A,33,N,86,47,1012820,252739,N,2031520090,15,BRONX District 10,C1,Noise - Residential,Loud Music/Party,2433 VALENTINE AVENUE,BRONX,BRONX,10458,10/28/10 0:00,Precinct 46,Bronx
1001,241,7,15,13,84,7,610,17,,1B,30,N,71,97,999974,242598,N,1021150044,7,MANHATTAN District 6,C1,Noise - Street/Sidewalk,Loud Talking,515 WEST 156 STREET,NEW YORK,MANHATTAN,10032,10/28/10 0:00,Precinct 33,Manhattan North
1001,279,2,17,19,46,7,310,21,,1A,33,N,81,36,1013066,261498,N,2032630185,11,BRONX District 10,D1,Noise - Residential,Loud Music/Party,3880 ORLOFF AVENUE,BRONX,BRONX,10463,10/28/10 0:00,Precinct 50,Bronx
1001,327,6,11,38,249,15,4800,32,,,20,,43,40,997095,180528,,,40,BROOKLYN District 17,Un,Noise - Residential,Loud Music/Party,,BROOKLYN,BROOKLYN,11225,10/28/10 0:00,Precinct 71,Brooklyn South
1001,331,4,11,38,249,15,4900,32,,2B,20,N,43,35,1001464,181118,N,3014260040,35,BROOKLYN District 17,D7,Noise - Residential,Banging/Pounding,740 EMPIRE BOULEVARD,BROOKLYN,BROOKLYN,11213,10/28/10 0:00,Precinct 71,Brooklyn South
1001,341,2,11,38,132,15,4900,32,,2A,20,N,43,6,998873,184964,N,3012280001,36,BROOKLYN District 17,C1,Noise - Residential,Loud Music/Party,171 NEW YORK AVENUE,BROOKLYN,BROOKLYN,11216,10/28/10 0:00,Precinct 77,Brooklyn North
1001,36.02,2,8,4,28,1,6500,14,,3B,25,N,64,44,987503,202873,N,1004430036,2,MANHATTAN District 1,S3,Noise - Commercial,Loud Music/Party,19 1 AVENUE,NEW YORK,MANHATTAN,10003,10/28/10 0:00,Precinct 9,Manhattan South
1001,379,2,5,49,154,14,1100,42,,1C,13,N,39,2,1022047,215365,N,4017200001,21,QUEENS District 24,Un,Noise - Commercial,Loud Music/Party,105-02 NORTHERN BOULEVARD,CORONA,QUEENS,11368,10/28/10 0:00,Precinct 115,Queens North
1001,38,1,7,3,96,6,3030,26,,4C,32,N,85,14,1022004,238076,N,2035980017,18,BRONX District 8,D1,Noise - Residential,Loud Television,740 BEACH AVENUE,BRONX,BRONX,10473,10/28/10 0:00,Precinct 43,Bronx
1001,387,2,10,37,222,15,2100,32,,5A,18,,56,94,1004806,191144,,,41,BROOKLYN District 16,Un,Noise - House of Worship,Loud Music/Party,1054 GREENE AVENUE,BROOKLYN,BROOKLYN,11221,10/28/10 0:00,Precinct 81,Brooklyn North
1001,409,2,5,49,154,14,1100,42,,3D,13,N,39,3,1020138,213861,N,4017380006,21,QUEENS District 30,B2,Noise - Residential,Loud Music/Party,97-14 35 AVENUE,CORONA,QUEENS,11368,10/28/10 0:00,Precinct 115,Queens North
1001,415,7,12,37,112,15,3400,34,,3B,17,N,54,32,1008264,191524,N,3033830017,37,BROOKLYN District 32,B2,Noise - Residential,Banging/Pounding,198 CORNELIA STREET,BROOKLYN,BROOKLYN,11221,10/28/10 0:00,Precinct 83,Brooklyn North
1001,43,1,14,45,260,14,710,41,,6D,12,N,37,10,1001257,216763,N,4003320002,26,QUEENS District 30,D1,Noise - Residential,Banging/Pounding,35-53 12 STREET,ASTORIA,QUEENS,11106,10/28/10 0:00,Precinct 114,Queens North
1001,508,6,11,41,147,15,5320,35,,1B,20,N,42,68,995169,177480,N,3050630023,40,BROOKLYN District 17,D1,Noise - Residential,Loud Television,21 EAST 21 STREET,BROOKLYN,BROOKLYN,11226,10/28/10 0:00,Precinct 70,Brooklyn South
1001,510,6,11,41,147,15,7210,35,,1B,21,N,42,74,995095,175964,N,3051010093,40,BROOKLYN District 22,D9,Noise - Residential,Loud Music/Party,533 OCEAN AVENUE,BROOKLYN,BROOKLYN,11226,10/28/10 0:00,Precinct 70,Brooklyn South
1001,53,1,14,45,260,14,710,41,,3E,12,N,36,69,1004138,217376,N,4005800029,22,QUEENS District 30,Un,Noise - Commercial,Loud Music/Party,25-30 BROADWAY,ASTORIA,QUEENS,11106,10/28/10 0:00,Precinct 114,Queens North
1001,545,3,12,45,291,14,1600,46,,3E,12,N,37,52,1008059,196724,N,4034290028,34,QUEENS District 24,K4,Noise - Street/Sidewalk,Loud Talking,412 SENECA AVENUE,RIDGEWOOD,QUEENS,11385,10/28/10 0:00,Precinct 104,Queens North
1001,553,3,12,35,104,11,400,30,,2B,17,N,50,68,995832,200633,N,3023280001,33,BROOKLYN District 14,C7,Noise - Commercial,Car/Truck Music,197 BEDFORD AVENUE,BROOKLYN,BROOKLYN,11211,10/28/10 0:00,Precinct 94,Brooklyn North
1001,554,8,9,33,276,15,7320,35,,1E,27,N,45,57,995645,160575,N,3067970087,48,BROOKLYN District 22,C6,Noise - Street/Sidewalk,Loud Talking,1717 EAST 14 STREET,BROOKLYN,BROOKLYN,11229,10/28/10 0:00,Precinct 61,Brooklyn South
